,POS,points,first name,last name,age,country,liga,club,id,comp,place,date,category,weapon,gender,event,type,Poule,poule_order,PVICT,PTD,PTR,PIND,PT-DIFF,rank_poule,p_matches,p1_td,p1_tr,p1_result,p1_opp_id,p2_td,p2_tr,p2_result,p2_opp_id,p3_td,p3_tr,p3_result,p3_opp_id,p4_td,p4_tr,p4_result,p4_opp_id,p5_td,p5_tr,p5_result,p5_opp_id,td_t32,tr_t32,match_dif_t32,match_res_t32,t32_opp_id,td_t16,tr_t16,match_dif_t16,match_res_t16,t16_opp_id,td_t8,tr_t8,match_dif_t8,match_res_t8,t8_opp_id,td_semi,tr_semi,match_dif_semi,match_res_semi,semi_opp_id,td_final,tr_final,match_dif_final,match_res_final,final_opp_id,name,PMTR,PMTD,PMT-DIFF,TTR,TTD,TMT-DIFF,PM1V%,PM1&2V%,TMV,p6_td,p6_tr,p6_result,p6_opp_id,td_t64,tr_t64,match_dif_t64,match_res_t64,t64_opp_id,p7_td,p7_tr,p7_result,p7_opp_id,p8_td,p8_tr,p8_result,p8_opp_id
3576,7,14,MANUEL JOSE,MUÑOZ BONILLA,15,COLOMBIA,VALLE,Pothos Club,402,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,2,4,2,17,15,0.5,2,3,4,3,5,0,4246,5,2,1,977,5,3,1,2827,4,5,0,2697,,,,,,,,,,15,13,2,1,4271,8,15,-7,0,1966,,,,,,,,,,,MANUEL JOSE MUÑOZ BONILLA,3.75,4.25,0.5,11.6875,11.0625,-0.625,0,0,1,,,,,,,,,,,,,,,,,
3577,8,14,CARLO SANTIAGO,ALARCON SEGURO,15,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,2891,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,1,1,2,19,19,0.4,0,4,5,1,5,0,1966,5,1,1,1007,5,3,1,4024,4,5,0,1599,4,5,0,4271,,,,,,15,12,3,1,1599,3,15,-12,0,4246,,,,,,,,,,,CARLO SANTIAGO ALARCON SEGURO,3.8,3.8,0,12.45,10.2,-2.25,0,0,1,,,,,,,,,,,,,,,,,
3578,9,8,JUAN MANUEL,HERNANDEZ JARAMILLO,15,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,1599,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,1,5,3,20,21,0.6,-1,2,5,5,3,1,4024,4,5,0,4271,5,4,1,1007,5,4,1,2891,1,5,0,1966,,,,,,12,15,-3,0,2891,,,,,,,,,,,,,,,,JUAN MANUEL HERNANDEZ JARAMILLO,4.2,4,-0.2,13.4,12,-1.4,1,0,0,,,,,,,,,,,,,,,,,
3579,10,8,BAYARDO JOSUE,NARANJO VEGA,14,ECUADOR,ECUADOR,ecuadorclub,4271,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,1,4,3,17,20,0.6,-3,3,5,1,5,0,1007,5,4,1,1599,1,5,0,1966,5,2,1,4024,5,4,1,2891,,,,,,13,15,-2,0,402,,,,,,,,,,,,,,,,BAYARDO JOSUE NARANJO VEGA,4,3.4,-0.6,13,11.1333333333333,-1.86666666666667,0,0,0,,,,,,,,,,,,,,,,,
3580,11,8,JUAN SEBASTIAN,MEJIA PINZON,14,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR DE CHÍA,1007,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,1,3,2,16,17,0.4,-1,5,5,5,1,1,4271,1,5,0,2891,4,5,0,1599,1,5,0,1966,5,1,1,4024,,,,,,9,15,-6,0,2697,,,,,,,,,,,,,,,,JUAN SEBASTIAN MEJIA PINZON,3.4,3.2,-0.2,11.8,9.4,-2.4,1,0,0,,,,,,,,,,,,,,,,,
3581,12,8,DAVID ALEJANDRO,VALDERRAMA PEDRAZA,14,COLOMBIA,BOYACA,club de esgrima louxor,3170,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,3,6,2,18,22,0.4,-4,4,5,5,3,1,4239,2,5,0,1320,5,4,1,3976,4,5,0,3181,2,5,0,1102,,,,,,6,15,-9,0,3181,,,,,,,,,,,,,,,,DAVID ALEJANDRO VALDERRAMA PEDRAZA,4.4,3.6,-0.8,13.8,9.2,-4.6,1,0,0,,,,,,,,,,,,,,,,,
3582,13,8,SIMON ANDRES,GARZON GALVIS,16,COLOMBIA,CUNDINAMARCA,CLUB ESTIGIA,977,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,2,5,1,11,19,0.25,-8,4,4,5,4,1,2827,2,5,0,402,3,5,0,2697,1,5,0,4246,,,,,,,,,,7,13,-6,0,1102,,,,,,,,,,,,,,,,SIMON ANDRES GARZON GALVIS,4.75,2.75,-2,12.25,6.91666666666667,-5.33333333333333,1,0,0,,,,,,,,,,,,,,,,,
3583,14,8,SAMUEL,ESPARZA RIVERA,16,COLOMBIA,VALLE,Club Olga Quevedo,3976,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,3,1,1,17,21,0.2,-4,5,5,3,5,0,1320,2,5,0,1102,4,5,0,3170,5,1,1,4239,3,5,0,3181,,,,,,12,15,-3,0,1320,,,,,,,,,,,,,,,,SAMUEL ESPARZA RIVERA,4.2,3.4,-0.8,13.4,10.8,-2.6,0,0,0,,,,,,,,,,,,,,,,,
3584,15,8,IAN VALENTIN,POLANCO BOLAÑOS,15,COLOMBIA,TOLIMA,Club de Esgrima Pret,4239,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,3,5,0,14,23,0,-9,6,5,3,5,0,3170,3,4,0,3181,4,4,0,1102,1,5,0,3976,3,5,0,1320,,,,,,3,15,-12,0,4246,,,,,,,,,,,,,,,,IAN VALENTIN POLANCO BOLAÑOS,4.6,2.8,-1.8,14.2,6.6,-7.6,0,0,0,,,,,,,,,,,,,,,,,
3585,16,8,DANIEL,VERGARA LEAL,14,COLOMBIA,TOLIMA,Club de Esgrima Pret,2827,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,2,1,0,8,20,0,-12,5,4,1,5,0,2697,4,5,0,977,0,5,0,4246,3,5,0,402,,,,,15,14,1,1,4024,3,15,-12,0,1966,,,,,,,,,,,,,,,,DANIEL VERGARA LEAL,5,2,-3,13.5,7,-6.5,0,0,1,,,,,,,,,,,,,,,,,
3586,17,4,JARED JOSE,CASTAÑO SALAZAR,13,COLOMBIA,TOLIMA,Club de Esgrima Pret,4024,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,M,I,NAL,1,6,0,10,25,0,-15,6,5,3,5,0,1599,1,5,0,1966,3,5,0,2891,2,5,0,4271,1,5,0,1007,14,15,-1,0,2827,,,,,,,,,,,,,,,,,,,,,JARED JOSE CASTAÑO SALAZAR,5,2,-3,15,8.66666666666667,-6.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
3587,1,32,PAULA ISABELLA,CASTRO NIAMPIRA,16,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1488,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,3,1,4,20,6,1,14,1,4,5,3,1,1210,5,0,1,4272,5,2,1,3989,5,1,1,1719,,,,,,,,,,15,2,13,1,3925,15,4,11,1,3887,15,7,8,1,249,15,11,4,1,1016,PAULA ISABELLA CASTRO NIAMPIRA,1.5,5,3.5,5.25,14.1666666666667,8.91666666666667,1,1,3,,,,,,,,,,,,,,,,,
3588,2,26,ISABELLA,MALAGON CAMPOS,15,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1016,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,2,1,4,20,8,1,12,1,4,5,3,1,1315,5,2,1,3887,5,1,1,2893,5,2,1,3925,,,,,,,,,,15,8,7,1,4029,15,14,1,1,1719,0,0,0,1,85,11,15,-4,0,1488,ISABELLA MALAGON CAMPOS,2,5,3,7.83333333333333,11,3.16666666666667,1,1,2,,,,,,,,,,,,,,,,,
3589,3,20,ISABELLA,GONZALEZ RODRÍGUEZ,15,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,249,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,6,4,22,15,0.8,7,2,5,5,4,1,85,5,1,1,4027,3,5,0,1318,4,2,1,2924,5,3,1,4029,,,,,,14,13,1,1,3989,15,13,2,1,2924,7,15,-8,0,1488,,,,,,ISABELLA GONZALEZ RODRÍGUEZ,3,4.4,1.4,11.8,12.48,0.68,1,1,2,,,,,,,,,,,,,,,,,
3590,3,20,MARIA ALEJANDRA,SOLERA NEGRETE,16,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,85,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,5,4,24,13,0.8,11,1,5,4,5,0,249,5,2,1,2924,5,2,1,4029,5,2,1,1318,5,2,1,4027,,,,,,15,6,9,1,1210,15,13,2,1,1318,0,0,0,A,1016,,,,,,MARIA ALEJANDRA SOLERA NEGRETE,2.6,4.8,2.2,6.92,11.76,4.84,0,0,2,,,,,,,,,,,,,,,,,
3591,5,14,IVANA GABRIELA,CANO JIMÉNEZ,15,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1318,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,1,3,21,19,0.6,2,3,5,5,4,1,4027,5,2,1,4029,5,3,1,249,2,5,0,85,4,5,0,2924,,,,,,15,11,4,1,4027,13,15,-2,0,85,,,,,,,,,,,IVANA GABRIELA CANO JIMÉNEZ,3.8,4.2,0.4,12.2,13.3,1.1,1,1,1,,,,,,,,,,,,,,,,,
3592,6,14,TANIA YIRENA,GARCIA AMAYA,15,COLOMBIA,BOGOTA,Club Deportivo Braveness,1719,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,3,4,2,15,13,0.5,2,3,4,5,1,1,3989,4,5,0,4272,1,5,0,1488,5,2,1,1210,,,,,,,,,,15,14,1,1,2893,14,15,-1,0,1016,,,,,,,,,,,TANIA YIRENA GARCIA AMAYA,3.25,3.75,0.5,11.3125,11.9375,0.625,1,0,1,,,,,,,,,,,,,,,,,
3593,7,14,ALEN SIE,MORENO AMAYA,15,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,3887,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,2,5,2,13,13,0.5,0,3,4,2,5,0,1016,5,1,1,3925,1,5,0,1315,5,2,1,2893,,,,,,,,,,15,8,7,1,1315,4,15,-11,0,1488,,,,,,,,,,,ALEN SIE MORENO AMAYA,3.25,3.25,0,9.8125,8.8125,-1,0,0,1,,,,,,,,,,,,,,,,,
3594,8,14,NICOLE VALERIA,GIL VALENCIA,13,COLOMBIA,VALLE,Club Olga Quevedo,2924,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,4,2,17,22,0.4,-5,4,5,5,4,1,4029,2,5,0,85,3,5,0,4027,2,4,0,249,5,4,1,1318,,,,,,15,14,1,1,4272,13,15,-2,0,249,,,,,,,,,,,NICOLE VALERIA GIL VALENCIA,4.4,3.4,-1,13.85,12.1,-1.75,1,0,1,,,,,,,,,,,,,,,,,
3595,9,8,MARÍA SOL,NARANJO VEGA,14,ECUADOR,ECUADOR,ecuadorclub,4272,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,3,5,3,15,15,0.75,0,2,4,0,5,0,1488,5,4,1,1719,5,3,1,1210,5,3,1,3989,,,,,,,,,,14,15,-1,0,2924,,,,,,,,,,,,,,,,MARÍA SOL NARANJO VEGA,3.75,3.75,0,11.25,10.9166666666667,-0.333333333333334,0,0,0,,,,,,,,,,,,,,,,,
3596,10,8,KATRÍN ALEJANDRA,NARVÁEZ LOZANO,16,COLOMBIA,CUNDINAMARCA,CLUB GUARDIA REAL CHIA,1315,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,2,2,2,13,12,0.5,1,2,4,3,5,0,1016,0,5,0,2893,5,1,1,3887,5,1,1,3925,,,,,,,,,,8,15,-7,0,3887,,,,,,,,,,,,,,,,KATRÍN ALEJANDRA NARVÁEZ LOZANO,3,3.25,0.25,10,8.08333333333333,-1.91666666666667,0,0,0,,,,,,,,,,,,,,,,,
3597,11,8,SOFIA,ZULUAGA ZULUAGA,15,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,2893,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,2,3,2,11,12,0.5,-1,4,4,3,2,1,3925,5,0,1,1315,1,5,0,1016,2,5,0,3887,,,,,,,,,,14,15,-1,0,1719,,,,,,,,,,,,,,,,SOFIA ZULUAGA ZULUAGA,3,2.75,-0.25,10,9.25,-0.75,1,1,0,,,,,,,,,,,,,,,,,
3598,12,8,FIORELLA,MARTIZ MAROTTA,15,PANAMÁ,PANAMA,panamaclub,4027,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,2,2,17,22,0.4,-5,4,5,4,5,0,1318,1,5,0,249,5,3,1,2924,5,4,1,4029,2,5,0,85,,,,,,11,15,-4,0,1318,,,,,,,,,,,,,,,,FIORELLA MARTIZ MAROTTA,4.4,3.4,-1,13.8,10.4666666666667,-3.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
3599,13,8,EYLEEN VALENTINA,GARCIA MENA,15,COLOMBIA,VALLE,Club Olga Quevedo,3989,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,3,3,1,11,19,0.25,-8,4,4,1,5,0,1719,5,4,1,1210,2,5,0,1488,3,5,0,4272,,,,,,,,,,13,14,-1,0,249,,,,,,,,,,,,,,,,EYLEEN VALENTINA GARCIA MENA,4.75,2.75,-2,12.5833333333333,8.91666666666667,-3.66666666666667,0,0,0,,,,,,,,,,,,,,,,,
3600,14,8,MANUELA,GARCIA MARTINEZ,16,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA SALA DE ARMAS MONTEPINCIO,1210,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,3,2,0,12,20,0,-8,5,4,3,5,0,1488,4,5,0,3989,3,5,0,4272,2,5,0,1719,,,,,,,,,,6,15,-9,0,85,,,,,,,,,,,,,,,,MANUELA GARCIA MARTINEZ,5,3,-2,13.3333333333333,7,-6.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
3601,15,8,DANNA VALENTINA,SARMIENTO GUARIN,14,COLOMBIA,TOLIMA,Club de Esgrima Pret,4029,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,1,3,0,15,25,0,-10,6,5,4,5,0,2924,2,5,0,1318,2,5,0,85,4,5,0,4027,3,5,0,249,,,,,,8,15,-7,0,1016,,,,,,,,,,,,,,,,DANNA VALENTINA SARMIENTO GUARIN,5,3,-2,15,8.66666666666667,-6.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
3602,16,8,SARA LISSETTE,TORO BAQUERO,16,COLOMBIA,VALLE,SAN SEBASTIAN DE YUMBO,3925,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-22,C,E,F,I,NAL,2,4,0,6,18,0,-12,5,4,2,3,0,2893,1,5,0,3887,2,5,0,1016,1,5,0,1315,,,,,,,,,,2,15,-13,0,1488,,,,,,,,,,,,,,,,SARA LISSETTE TORO BAQUERO,4.5,1.5,-3,12.5,3.16666666666667,-9.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
3603,1,32,ANA CATALINA,GONZÁLEZ ORJUELA,17,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,601,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,6,5,25,8,1,17,1,5,5,1,1,362,5,1,1,580,5,1,1,4236,5,3,1,918,5,2,1,4240,,,,,,,,,,,15,3,12,1,2875,15,1,14,1,580,15,6,9,1,918,ANA CATALINA GONZÁLEZ ORJUELA,1.6,5,3.4,3.92,15,11.08,1,1,3,,,,,,,,,,,,,,,,,
3604,2,26,GABRIELA,CANO JIMENEZ,17,COLOMBIA,VALLE,Pothos Club,918,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,4,4,23,12,0.8,11,2,5,5,0,1,4240,5,3,1,362,5,2,1,580,3,5,0,601,5,2,1,4236,,,,,,,,,,,15,10,5,1,1303,15,8,7,1,794,6,15,-9,0,601,GABRIELA CANO JIMENEZ,2.4,4.6,2.2,9.48,12.72,3.24,1,1,2,,,,,,,,,,,,,,,,,
3605,3,20,GABRIELA,MONROY HERRERA,19,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,580,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,2,3,18,15,0.6,3,3,5,5,1,1,4236,1,5,0,601,2,5,0,918,5,2,1,4240,5,2,1,362,,,,,,,,,,,15,5,10,1,4261,1,15,-14,0,601,,,,,,GABRIELA MONROY HERRERA,3,3.6,0.6,9.5,9.4,-0.1,1,0,1,,,,,,,,,,,,,,,,,
3606,3,20,VALENTINA,MORA HURTADO,18,COLOMBIA,VALLE,Pothos Club,794,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,2,2,4,20,6,1,14,1,4,5,1,1,2875,5,3,1,4261,5,1,1,1609,5,1,1,1303,,,,,,,,,,,,,,,15,5,10,1,362,8,15,-7,0,918,,,,,,VALENTINA MORA HURTADO,1.5,5,3.5,6.875,12,5.125,1,1,1,,,,,,,,,,,,,,,,,
3607,5,14,DANNA STEPHANIA,RIVADENEIRA ESPINOSA,15,ECUADOR,ECUADOR,ecuadorclub,4261,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,2,3,3,18,9,0.75,9,2,4,5,2,1,1303,3,5,0,794,5,0,1,2875,5,2,1,1609,,,,,,,,,,,,,,,5,15,-10,0,580,,,,,,,,,,,DANNA STEPHANIA RIVADENEIRA ESPINOSA,2.25,4.5,2.25,8.75,9.16666666666667,0.416666666666666,1,0,0,,,,,,,,,,,,,,,,,
3608,6,14,GABRIELA,VARGAS MARTINEZ,14,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,1303,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,2,4,2,13,12,0.5,1,3,4,2,5,0,4261,5,1,1,1609,5,1,1,2875,1,5,0,794,,,,,,,,,,15,6,9,1,4236,10,15,-5,0,918,,,,,,,,,,,GABRIELA VARGAS MARTINEZ,3,3.25,0.25,9,10.3125,1.3125,0,0,1,,,,,,,,,,,,,,,,,
3609,7,14,LINA MARIANA,AVELLA ARANGO,14,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,362,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,5,2,16,17,0.4,-1,4,5,1,5,0,601,3,5,0,918,5,1,1,4240,5,1,1,4236,2,5,0,580,,,,,,15,10,5,1,1609,5,15,-10,0,794,,,,,,,,,,,LINA MARIANA AVELLA ARANGO,3.4,3.2,-0.2,11.35,9.8,-1.55,0,0,1,,,,,,,,,,,,,,,,,
3610,8,14,SARA SOFÍA,BARRIENTOS ROMERO,16,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,2875,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,2,1,1,7,18,0.25,-11,4,4,1,5,0,794,5,3,1,1609,0,5,0,4261,1,5,0,1303,,,,,,,,,,15,12,3,1,4240,3,15,-12,0,601,,,,,,,,,,,SARA SOFÍA BARRIENTOS ROMERO,4.5,1.75,-2.75,12.375,6.6875,-5.6875,0,0,1,,,,,,,,,,,,,,,,,
3611,9,8,PAULA EMILIA,VARELA VIERA,16,ECUADOR,ECUADOR,ecuadorclub,4240,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,3,1,10,24,0.2,-14,5,5,0,5,0,918,5,4,1,4236,1,5,0,362,2,5,0,580,2,5,0,601,,,,,,12,15,-3,0,2875,,,,,,,,,,,,,,,,PAULA EMILIA VARELA VIERA,4.8,2,-2.8,14.6,8,-6.6,0,0,0,,,,,,,,,,,,,,,,,
3612,10,8,MANUELA ISABEL,SANTAMARIA TRUJILLO,19,COLOMBIA,BOGOTA,MOSQUETEROS,1609,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,2,5,0,7,20,0,-13,5,4,3,5,0,2875,1,5,0,1303,1,5,0,794,2,5,0,4261,,,,,,,,,,10,15,-5,0,362,,,,,,,,,,,,,,,,MANUELA ISABEL SANTAMARIA TRUJILLO,5,1.75,-3.25,13.3333333333333,6.25,-7.08333333333333,0,0,0,,,,,,,,,,,,,,,,,
3613,11,8,PRISCILA SARAI,MORALES PARRA,16,ECUADOR,ECUADOR,ecuadorclub,4236,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,F,F,I,NAL,1,1,0,9,25,0,-16,6,5,1,5,0,580,4,5,0,4240,1,5,0,601,1,5,0,362,2,5,0,918,,,,,,6,15,-9,0,1303,,,,,,,,,,,,,,,,PRISCILA SARAI MORALES PARRA,5,1.8,-3.2,15,5.6,-9.4,0,0,0,,,,,,,,,,,,,,,,,
3614,1,32,SIMON,LOMBANA MARTINEZ,19,COLOMBIA,BOGOTA,Club Deportivo Braveness,405,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,1,5,25,9,1,16,1,5,5,4,1,1102,5,0,1,4266,5,2,1,977,5,3,1,3181,5,0,1,4239,,,,,,15,7,8,1,4266,15,6,9,1,4257,15,6,9,1,1966,15,7,8,1,1118,SIMON LOMBANA MARTINEZ,1.8,5,3.2,6.13333333333333,15,8.86666666666667,1,1,4,,,,,,,,,,,,,,,,,
3615,2,26,ALEX STEVEN,ROBERTO NAGLES,19,COLOMBIA,VALLE,Club Olga Quevedo,1118,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,5,4,22,8,0.8,14,1,5,5,2,1,1007,5,0,1,4024,2,5,0,4271,5,0,1,1993,5,1,1,2697,,,,,,15,6,9,1,1599,14,12,2,1,1102,15,11,4,1,4246,7,15,-8,0,405,ALEX STEVEN ROBERTO NAGLES,1.6,4.4,2.8,8.93333333333333,12.9,3.96666666666667,1,1,3,,,,,,,,,,,,,,,,,
3616,3,20,ISAAC DANIEL,DORATI VELÁSQUEZ,16,PANAMÁ,PANAMA,panamaclub,4246,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,4,3,23,12,0.6,11,2,5,5,2,1,2827,5,0,1,1599,4,5,0,119,4,5,0,1966,5,0,1,2891,,,,,,15,9,6,1,2697,15,9,6,1,119,11,15,-4,0,1118,,,,,,ISAAC DANIEL DORATI VELÁSQUEZ,2.4,4.6,2.2,9.48,13.72,4.24,1,1,2,,,,,,,,,,,,,,,,,
3617,3,20,SERGIO,GARCES MAFLA,16,COLOMBIA,VALLE,Club Olga Quevedo,1966,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,4,6,4,24,19,0.8,5,1,5,5,4,1,1599,5,4,1,119,4,5,0,2891,5,4,1,4246,5,2,1,2827,,,,,,15,4,11,1,910,15,13,2,1,1993,6,15,-9,0,405,,,,,,SERGIO GARCES MAFLA,3.8,4.8,1,10.96,12.96,2,1,1,2,,,,,,,,,,,,,,,,,
3618,5,14,JORGE ANDRÉS,PINZÓN GUERRA,19,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,1993,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,2,1,4,16,9,0.8,7,2,5,5,1,1,2697,2,1,1,4271,4,2,1,1007,0,5,0,1118,5,0,1,4024,,,,,,15,11,4,1,3181,13,15,-2,0,1966,,,,,,,,,,,JORGE ANDRÉS PINZÓN GUERRA,1.8,3.2,1.4,9.2,11.8,2.6,1,1,1,,,,,,,,,,,,,,,,,
3619,6,14,JORGE DAVID,GARCIA LOPEZ,15,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,1102,"Copa Elite Nal Interligas e Interclubes - M15, Cadete, Juvenil y Mayores Individual y Equipos",Cali,2022-04-23,J,E,M,I,NAL,1,2,3,22,12,0.6,10,2,5,4,5,0,405,5,0,1,977,5,1,1,4239,5,1,1,4266,3,5,0,3181,,,,,,15,10,5,1,402,12,14,-2,0,1118,,,,,,,,,,,JORGE DAVID GARCIA LOPEZ,2.4,4.4,2,9.6,13.35,3.75,0,0,1,,,,,,,,,,,,,,,,,
