,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
138,139,0.25,HERRERA LARA Luisa Fernanda,16,UZB,herreralara,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,4.0,15.0,gordontamar,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,1.0,5.0,11.0,22.0,0.2,-11.0,4.0,D/2,V/5,D/1,D/2,D/1,,5.0,D,1.0,5.0,ongjessicas,D,2.0,5.0,funkejulika,V,5.0,2.0,gazepidimar,D,1.0,5.0,lucariniluc,D,2.0,5.0,kakhiani-me,,,,,,,,,
139,140,0.25,LUTEA Tania,20,ROU,luteatania,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,10.0,15.0,contreraspa,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,1.0,5.0,11.0,23.0,0.2,-12.0,2.0,V/5,D/0,D/3,D/2,D/1,,5.0,V,5.0,3.0,leejoliekar,D,1.0,5.0,perezcuenca,D,3.0,5.0,sanoyui,D,0.0,5.0,tartakovsky,D,2.0,5.0,tariccobene,,,,,,,,,
140,141,0.0,BENTOLILA Esther,22,PAN,bentolilaes,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,1.0,5.0,10.0,24.0,0.2,-14.0,5.0,D/0,D/1,D/3,V/5,D/1,,5.0,D,1.0,5.0,boudiafsaou,V,5.0,4.0,theodoremar,D,3.0,5.0,leunglokman,D,0.0,5.0,battistonmi,D,1.0,5.0,bunyatovase,,,,,,,,,
141,142,0.0,CORBY Jessica,23,GBR,corbyjessic,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,1.0,5.0,8.0,24.0,0.2,-16.0,4.0,V/5,D/0,D/0,D/2,D/1,,5.0,D,0.0,5.0,gallardoitz,D,2.0,5.0,gonzalezcas,D,0.0,5.0,garganorebe,D,1.0,5.0,bolshakovav,V,5.0,4.0,brind'amour,,,,,,,,,
142,143,0.0,DOSPAY Karina,24,KAZ,dospaykarin,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,1.0,6.0,19.0,27.0,0.167,-8.0,5.0,D/3,V/5,D/4,D/3,D/2,D/2,6.0,V,5.0,2.0,linkesi,D,3.0,5.0,chatzikokki,D,3.0,5.0,contreraspa,D,2.0,5.0,corteynsaar,D,4.0,5.0,daghfousyas,D,2.0,5.0,fox-gitomer,,,,,
143,144,0.0,MAVRIKAKI Athinais,19,GRE,mavrikakiat,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,1.0,6.0,19.0,29.0,0.167,-10.0,5.0,D/4,D/1,D/3,V/5,D/3,D/3,6.0,D,1.0,5.0,jeonhayoung,V,5.0,4.0,guoyiqi,D,4.0,5.0,buerkertann,D,3.0,5.0,alexandresc,D,3.0,5.0,vongsavadym,D,3.0,5.0,russofrance,,,,,
144,145,0.0,BLANCO NARVAEZ Maria Angelica,34,COL,blanconarva,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,1.0,6.0,17.0,27.0,0.167,-10.0,5.0,D/2,V/5,D/3,D/3,D/3,D/1,6.0,V,5.0,2.0,moutopoulou,D,3.0,5.0,mukaeayaka,D,2.0,5.0,gulikanasta,D,1.0,5.0,matuszaksyl,D,3.0,5.0,brayjenna,D,3.0,5.0,fuying,,,,,
145,146,0.0,VUTOVA Teodora,21,BUL,vutovateodo,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.0,6.0,15.0,27.0,0.167,-12.0,2.0,D/3,D/1,D/0,D/4,V/5,D/2,6.0,D,4.0,5.0,kimuramarin,D,1.0,5.0,kimjeongmi,V,5.0,2.0,apostolopou,D,2.0,5.0,rotiliclaud,D,0.0,5.0,noutchasara,D,3.0,5.0,beltranroja,,,,,
146,147,0.0,GUTIERREZ RODRIGUEZ Maria Fernanda,22,COL,gutierrezro,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,1.0,6.0,14.0,27.0,0.167,-13.0,7.0,D/2,D/3,D/0,V/5,D/0,D/4,6.0,D,2.0,5.0,unludagdeni,D,4.0,5.0,sarybayaige,D,0.0,5.0,hramovaolga,D,3.0,5.0,greenbaumat,V,5.0,5.0,mayingjia,V,5.0,2.0,doukaanna,,,,,
147,148,0.0,MAXWELL Caitlin,22,GBR,maxwellcait,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,1.0,6.0,13.0,26.0,0.167,-13.0,5.0,V/5,D/2,D/0,D/3,D/1,D/2,6.0,D,2.0,5.0,cieslarzuza,D,3.0,5.0,zhuangcheny,V,5.0,1.0,leerajin,D,2.0,5.0,katonarenat,D,0.0,5.0,chatzakouka,D,1.0,5.0,fraatzkrees,,,,,
148,149,0.0,CHATZAKOU Kalliopi,15,GRE,chatzakouka,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,1.0,6.0,12.0,25.0,0.167,-13.0,3.0,D/2,D/0,D/2,V/5,D/1,D/2,6.0,D,1.0,5.0,fraatzkrees,D,0.0,5.0,cieslarzuza,D,2.0,5.0,zhuangcheny,D,2.0,5.0,leerajin,V,5.0,0.0,maxwellcait,D,2.0,5.0,katonarenat,,,,,
149,150,0.0,KLIMAVICIUS Linda,28,COL,klimavicius,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,1.0,6.0,14.0,28.0,0.167,-14.0,5.0,D/1,D/3,V/5,D/2,D/3,D/0,6.0,D,3.0,5.0,takashimari,D,2.0,5.0,johnsonhono,D,1.0,5.0,coudercanna,D,0.0,5.0,martin-port,V,5.0,3.0,konstantako,D,3.0,5.0,gasparingiu,,,,,
150,151,0.0,SARAA Manal,26,MAR,saraamanal,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,1.0,6.0,14.0,29.0,0.167,-15.0,1.0,D/2,D/3,V/5,D/3,D/0,D/1,6.0,V,5.0,4.0,gogouelenil,D,1.0,5.0,navarroarac,D,3.0,5.0,poupinetann,D,3.0,5.0,corteynjoli,D,0.0,5.0,hengjulietj,D,2.0,5.0,sasakiharun,,,,,
151,152,0.0,ALEXANDRESCU Theodora,21,ROU,alexandresc,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,1.0,6.0,12.0,28.0,0.167,-16.0,7.0,D/3,D/1,D/1,D/0,V/5,D/2,6.0,D,3.0,5.0,buerkertann,D,2.0,5.0,russofrance,V,5.0,3.0,mavrikakiat,D,1.0,5.0,jeonhayoung,D,0.0,5.0,vongsavadym,D,0.0,5.0,guoyiqi,,,,,
152,153,0.0,LEE Kar Moon,21,SGP,leekarmoon,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,1.0,6.0,11.0,27.0,0.167,-16.0,5.0,D/2,D/2,D/0,D/0,V/5,D/2,6.0,D,2.0,5.0,chuwingkiu,D,0.0,5.0,kosefatmaze,D,2.0,5.0,ozakiseri,D,2.0,5.0,kozaczukmal,D,0.0,5.0,davisalexan,V,5.0,2.0,palaskaagni,,,,,
153,154,0.0,WESTWELL Amy,17,GBR,westwellamy,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,1.0,6.0,11.0,29.0,0.167,-18.0,4.0,V/5,D/1,D/1,D/1,D/1,D/2,6.0,V,5.0,4.0,jijieishvil,D,1.0,5.0,gimalacmarg,D,1.0,5.0,kanekoyuina,D,1.0,5.0,seojiyeon,D,1.0,5.0,derkumliska,D,2.0,5.0,mpenouklair,,,,,
154,155,0.0,DOUKA Anna,23,GRE,doukaanna,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,1.0,6.0,10.0,29.0,0.167,-19.0,4.0,D/1,D/0,D/1,V/5,D/1,D/2,6.0,D,1.0,5.0,unludagdeni,V,5.0,4.0,hramovaolga,D,1.0,5.0,mayingjia,D,1.0,5.0,sarybayaige,D,0.0,5.0,greenbaumat,D,2.0,5.0,gutierrezro,,,,,
155,156,0.0,CHATZIKOKKINOU Aikaterini Maria,16,GRE,chatzikokki,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,1.0,6.0,9.0,28.0,0.167,-19.0,4.0,D/0,D/2,D/2,V/5,D/0,D/0,6.0,D,0.0,5.0,contreraspa,V,5.0,3.0,dospaykarin,D,2.0,5.0,daghfousyas,D,0.0,5.0,fox-gitomer,D,2.0,5.0,linkesi,D,0.0,5.0,corteynsaar,,,,,
156,157,0.0,GAZEPIDI Maria Eleni,17,GRE,gazepidimar,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,0.0,5.0,13.0,25.0,0.0,-12.0,2.0,D/1,D/2,D/2,D/4,D/4,,5.0,D,1.0,5.0,kakhiani-me,D,4.0,5.0,lucariniluc,D,2.0,5.0,herreralara,D,2.0,5.0,ongjessicas,D,4.0,5.0,funkejulika,,,,,,,,,
157,158,0.0,MIHAILOVA Ana,17,BUL,mihailovaan,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,0.0,5.0,9.0,25.0,0.0,-16.0,1.0,D/0,D/3,D/1,D/3,D/2,,5.0,D,0.0,5.0,passaroeloi,D,3.0,5.0,kaspiarovic,D,2.0,5.0,pliegopaola,D,3.0,5.0,lamhinwai,D,1.0,5.0,paizimarina,,,,,,,,,
158,159,0.0,KONSTANTAKOPOULOU Despoina,19,GRE,konstantako,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,0.0,6.0,11.0,30.0,0.0,-19.0,3.0,D/2,D/2,D/1,D/3,D/3,D/0,6.0,D,3.0,5.0,gasparingiu,D,2.0,5.0,takashimari,D,1.0,5.0,johnsonhono,D,2.0,5.0,coudercanna,D,3.0,5.0,klimavicius,D,0.0,5.0,martin-port,,,,,
159,160,0.0,LYTINA Ekaterini,16,GRE,lytinaekate,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,0.0,5.0,6.0,25.0,0.0,-19.0,1.0,D/1,D/0,D/2,D/3,D/0,,5.0,D,1.0,5.0,laszloluca,D,0.0,5.0,jeoneunhye,D,0.0,5.0,chadalavada,D,3.0,5.0,baldozoemar,D,2.0,5.0,looheidiyan,,,,,,,,,
160,161,0.0,GOGOU Eleni Lydia,18,GRE,gogouelenil,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,0.0,6.0,10.0,30.0,0.0,-20.0,4.0,D/4,D/0,D/0,D/0,D/4,D/2,6.0,D,4.0,5.0,saraamanal,D,0.0,5.0,poupinetann,D,0.0,5.0,corteynjoli,D,4.0,5.0,hengjulietj,D,0.0,5.0,sasakiharun,D,2.0,5.0,navarroarac,,,,,
161,162,0.0,APOSTOLOPOULOU Christina,15,GRE,apostolopou,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,0.0,6.0,9.0,30.0,0.0,-21.0,6.0,D/0,D/2,D/1,D/2,D/4,D/0,6.0,D,1.0,5.0,kimjeongmi,D,0.0,5.0,rotiliclaud,D,2.0,5.0,vutovateodo,D,2.0,5.0,noutchasara,D,0.0,5.0,beltranroja,D,4.0,5.0,rotiliclaud,,,,,
162,162,0.0,SYNTYCHAKI Evangelia,23,GRE,syntychakie,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,0.0,6.0,9.0,30.0,0.0,-21.0,1.0,D/3,D/1,D/0,D/1,D/1,D/3,6.0,D,0.0,5.0,fukushimash,D,3.0,5.0,szucsluca,D,1.0,5.0,linderkara,D,1.0,5.0,abram-moore,D,1.0,5.0,laurentclar,D,3.0,5.0,erbilnisanu,,,,,
163,164,0.0,MOUTOPOULOU Evangelia,16,GRE,moutopoulou,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,0.0,6.0,8.0,30.0,0.0,-22.0,2.0,D/1,D/3,D/0,D/2,D/2,D/0,6.0,D,2.0,5.0,blanconarva,D,3.0,5.0,brayjenna,D,2.0,5.0,fuying,D,0.0,5.0,matuszaksyl,D,0.0,5.0,mukaeayaka,D,1.0,5.0,gulikanasta,,,,,
164,165,0.0,PALASKA Agni,17,GRE,palaskaagni,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,0.0,6.0,7.0,30.0,0.0,-23.0,6.0,D/1,D/2,D/0,D/2,D/2,D/0,6.0,D,0.0,5.0,davisalexan,D,0.0,5.0,kozaczukmal,D,2.0,5.0,chuwingkiu,D,2.0,5.0,kosefatmaze,D,1.0,5.0,ozakiseri,D,2.0,5.0,kozaczukmal,,,,,
165,166,0.0,LUPEICA Maria Anna,40,GRE,lupeicamari,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,0.0,6.0,6.0,30.0,0.0,-24.0,3.0,D/1,D/2,D/1,D/0,D/2,D/0,6.0,D,2.0,5.0,pottersophi,D,2.0,5.0,gettelisa,D,1.0,5.0,wakitajumi,D,1.0,5.0,gordontamar,D,0.0,5.0,ilievayoana,D,0.0,5.0,battaisugar,,,,,
166,167,0.0,LIVANOU Eirini,15,GRE,livanoueiri,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,0.0,5.0,1.0,25.0,0.0,-24.0,5.0,D/0,D/0,D/1,D/0,D/0,,5.0,D,0.0,5.0,eiflerlaris,D,0.0,5.0,ciaragliaso,D,1.0,5.0,suzannecoli,D,0.0,5.0,weenicolesh,D,0.0,5.0,potz-nagyfa,,,,,,,,,
167,168,0.0,KOUROUSI Anna Kalliopi,13,GRE,kourousiann,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,0.0,6.0,4.0,30.0,0.0,-26.0,1.0,D/1,D/0,D/0,D/1,D/0,D/2,6.0,D,0.0,5.0,dicarloales,D,2.0,5.0,lauwingyi,D,1.0,5.0,prikhodkota,D,0.0,5.0,kehlizohran,D,0.0,5.0,nazlymovtat,D,1.0,5.0,karimovasab,,,,,
168,9999,0.0,CHAMBERLAIN Maia,23,USA,chamberlain,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,9999,0.0,CHART Maria,23,GBR,chartmaria,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,9999,0.0,LUSINIER Kelly,21,FRA,lusinierkel,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,9999,0.0,MARTIS Sabina,22,ROU,martissabin,Coupe du Monde,Athènes,2022-03-04,S,S,F,I,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,32.0,SONG Sera,28,KOR,songsera,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,4.0,bultynckann,11.0,V,13.0,12.0,brunnerpaul,1.0,V,15.0,6.0,liucharlene,9.0,V,13.0,12.0,hsiehkaylin,1.0,V,11.0,10.0,murtazaevaa,1.0,V,14.0,13.0,candassamym,1.0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2,26.0,CANDASSAMY Marie-Florence,31,FRA,candassamym,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,9.0,gnamtamara,6.0,V,15.0,14.0,kriegerange,1.0,V,15.0,12.0,kolobovavio,3.0,V,15.0,13.0,differtnell,2.0,V,15.0,12.0,malloaurian,3.0,V,13.0,14.0,songsera,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3,20.0,MALLO Auriane,28,FRA,malloaurian,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,12.0,leesinhee,3.0,V,15.0,12.0,fiamingoros,3.0,V,15.0,13.0,ndoloalexan,2.0,V,15.0,10.0,knapik-miaz,5.0,V,12.0,15.0,candassamym,-3.0,D,,,,,,2.0,6.0,6.0,30.0,11.0,1.0,19.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,0,mavrikiouir,V,5,1,kecmanmilic,V,5,3,chanwailing,V,5,3,okhotnikova,V,5,2,guimaraesma,V,5,2,nesbitthann,,,,,
175,3,20.0,MURTAZAEVA Aizanat,20,RUS,murtazaevaa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,3.0,polisanna,12.0,V,15.0,11.0,bieleszovav,4.0,V,11.0,8.0,moellhausen,3.0,V,15.0,11.0,vanbrummena,4.0,V,15.0,14.0,washingtoni,1.0,V,15.0,10.0,guzzivincen,5.0,V,10.0,11.0,songsera,-1.0,D,,,,,,68.0,4.0,6.0,25.0,19.0,0.667,6.0,7.0,V/5,V/5,V/5,D/4,V/3,D/3,6.0,V,5,4,nahapetyand,D,3,4,cisnerossof,V,3,1,azukaitevik,V,5,2,schwanteslo,D,4,3,panuschkacl,D,4,5,varfolomyey,,,,,
176,5,14.0,KNAPIK-MIAZGA Renata,33,POL,knapik-miaz,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,7.0,zuikovavero,8.0,V,15.0,8.0,husisianhad,7.0,V,10.0,9.0,verretalexa,1.0,V,10.0,15.0,malloaurian,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,6,14.0,GUZZI VINCENTI Margherita,31,USA,guzzivincen,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,9.0,brovkoinna,6.0,V,15.0,10.0,ditellaisab,5.0,V,15.0,14.0,rizzigiulia,1.0,V,10.0,15.0,murtazaevaa,-5.0,D,,,,,,,,,,,12.0,6.0,6.0,29.0,17.0,1.0,12.0,7.0,V/5,V/5,V/4,V/5,V/5,V/5,6.0,V,5,4,fernandezca,V,5,4,leesinhee,V,5,3,bonitofabia,V,5,3,salazaralda,V,5,3,mizeraolga,V,5,0,powellalexa,,,,,
178,7,14.0,HSIEH Kaylin Sin Yan,20,HKG,hsiehkaylin,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,wetzkerlaur,6.0,V,14.0,7.0,obraztsovam,7.0,V,8.0,7.0,embrichirin,1.0,V,15.0,12.0,soldatovaan,3.0,V,10.0,9.0,choiinjeong,1.0,V,12.0,13.0,songsera,-1.0,D,,,,,,,,,,,56.0,4.0,6.0,21.0,12.0,0.667,9.0,4.0,V/5,V/5,V/1,D/2,D/3,V/5,6.0,V,5,1,prafilcapac,D,2,3,jonasanna,V,1,0,zagalajagod,D,3,5,galpereva,V,5,1,zuikovavero,V,5,2,caicedogrue,,,,,
179,8,14.0,DIFFERT Nelli,31,EST,differtnell,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,gradymiriam,5.0,V,15.0,11.0,kimchearin,4.0,V,15.0,12.0,louismariea,3.0,V,15.0,12.0,kunanna,3.0,V,15.0,14.0,jacquesandr,1.0,V,13.0,15.0,candassamym,-2.0,D,,,,,,,,,,,98.0,3.0,5.0,23.0,14.0,0.6,9.0,6.0,V/5,V/5,D/4,V/5,D/4,,5.0,D,4,5,salamonreka,V,5,3,schmidlpaul,V,5,1,KNEZEVIC Katarina,V,5,0,vargashilla,D,4,5,hidevictori,,,,,15.0,8.0,chaconcamil,7.0,V
180,9,8.0,CHOI Injeong,31,KOR,choiinjeong,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,6.0,mummemelie,9.0,V,15.0,11.0,svystilyuli,4.0,V,9.0,10.0,hsiehkaylin,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,10,8.0,JACQUES ANDRE COQUIN Josephine,31,FRA,jacquesandr,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,12.0,lutyaliya,3.0,V,15.0,10.0,kharkovavla,5.0,V,14.0,15.0,differtnell,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,11,8.0,KOLOBOVA Violetta,30,RUS,kolobovavio,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,9.0,hechtdar,6.0,V,15.0,14.0,andryushina,1.0,V,12.0,15.0,candassamym,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,12,8.0,RIZZI Giulia,32,ITA,rizzigiulia,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,12.0,martenssone,3.0,V,15.0,5.0,yasinskayak,10.0,V,14.0,15.0,guzzivincen,-1.0,D,,,,,,,,,,,,,,,,5.0,6.0,6.0,29.0,11.0,1.0,18.0,5.0,V/5,V/4,V/5,V/5,V/5,V/5,6.0,V,4,3,svystilyuli,V,5,2,chaconcamil,V,5,2,lorenzthere,V,5,2,martinezvid,V,5,1,chwojniktam,V,5,1,milicicandj,,,,,
184,13,8.0,VERRET Alexanne,23,CAN,verretalexa,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,14.0,cebulaanne,1.0,V,13.0,11.0,kangyoungmi,2.0,V,9.0,10.0,knapik-miaz,-1.0,D,,,,,,,,,,,,,,,,10.0,6.0,6.0,30.0,16.0,1.0,14.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,4,vonkerssenb,V,5,4,gunacgokce,V,5,3,swatowska-w,V,5,4,aldananaiar,V,5,1,kohellemeih,V,5,0,nagaianna,,,,,
185,14,8.0,NDOLO Alexandra,35,GER,ndoloalexan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,5.0,trianacebal,10.0,V,15.0,10.0,saligerovak,5.0,V,15.0,7.0,salamonreka,8.0,V,15.0,14.0,foiettanico,1.0,V,13.0,15.0,malloaurian,-2.0,D,,,,,,,,,,,,,,,,18.0,5.0,6.0,28.0,14.0,0.833,14.0,5.0,V/5,V/5,D/3,V/5,V/5,V/5,6.0,V,5,3,lindeasa,V,5,1,torregoalic,V,5,1,hatzfiona,V,5,4,dynerkarina,D,3,4,obraztsovam,V,5,1,praxmarerle,,,,,
186,15,8.0,WASHINGTON Isis,28,USA,washingtoni,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,9.0,gorammeliss,3.0,V,15.0,12.0,klasikalicj,3.0,V,15.0,7.0,varfolomyey,8.0,V,15.0,10.0,doigcaldero,5.0,V,14.0,15.0,murtazaevaa,-1.0,D,,,,,,,,,,,,,,,,20.0,5.0,6.0,28.0,16.0,0.833,12.0,5.0,V/5,V/4,V/5,D/4,V/5,V/5,6.0,V,4,3,borsodyemma,D,4,5,dejongchery,V,5,2,burkhardisa,V,5,3,engdahlsoph,V,5,1,raposodana,V,5,2,abdulrahman,,,,,
187,16,8.0,LIU Charlene Kai Yan,25,USA,liucharlene,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,borsodyemma,4.0,V,15.0,6.0,taheoceane,9.0,V,15.0,11.0,vitaliscora,4.0,V,12.0,11.0,ketkarketki,1.0,V,6.0,15.0,songsera,-9.0,D,,,,,,,,,,,,,,,,87.0,4.0,6.0,25.0,22.0,0.667,3.0,3.0,V/5,V/5,D/2,V/5,D/3,V/5,6.0,D,3,5,kadyrovaiul,V,5,4,trianacebal,D,2,3,hoppemontan,V,5,4,zensanna,V,5,4,babaharuna,V,5,2,hesssanchog,,,,,
188,17,4.0,KANG Young Mi,37,KOR,kangyoungmi,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,6.0,vandingenen,9.0,V,11.0,13.0,verretalexa,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
