,final_pos,points,name,age,country,id,competition,place,date,category,weapon,gender,event,type,td_pre128,tr_pre128,opp_pre128,match_dif_pre128,match_res_pre128,td_pre64,tr_pre64,opp_pre64,match_dif_pre64,match_res_pre64,td_t64,tr_t64,opp_t64,match_dif_t64,match_res_t64,td_t32,tr_t32,opp_t32,match_dif_t32,match_res_t32,td_t16,tr_t16,opp_t16,match_dif_t16,match_res_t16,td_t8,tr_t8,opp_t8,match_dif_t8,match_res_t8,td_semi,tr_semi,opp_semi,match_dif_semi,match_res_semi,td_final,tr_final,opp_final,match_dif_final,match_res_final,rank_poule,poule_vict,M,td_polues,tr_poules,poule_ind,p_diff,poule_order,p1,p2,p3,p4,p5,p6,p_matches,p1_result,p1_td,p1_tr,p1_opp,p2_result,p2_td,p2_tr,p2_opp,p3_result,p3_td,p3_tr,p3_opp,p4_result,p4_td,p4_tr,p4_opp,p5_result,p5_td,p5_tr,p5_opp,p6_result,p6_td,p6_tr,p6_opp,td_pre256,tr_pre256,opp_pre256,match_dif_pre256,match_res_pre256
189,18,4.0,FIAMINGO Rossella,30,ITA,fiamingoros,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,9.0,bukilili,6.0,V,12.0,15.0,malloaurian,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,19,4.0,ANDRYUSHINA Tatyana,31,RUS,andryushina,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,13.0,marzanirobe,2.0,V,14.0,15.0,kolobovavio,-1.0,D,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,30.0,12.0,1.0,18.0,6.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,2,piedrahitag,V,5,2,grijakmarta,V,5,2,vizeuvictor,V,5,2,brychbarbar,V,5,4,dvininavale,V,5,2,grijakmarta,,,,,
191,19,4.0,VAN BRUMMEN Anna,27,USA,vanbrummena,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,13.0,demarchiele,2.0,V,11.0,15.0,murtazaevaa,-4.0,D,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,30.0,12.0,1.0,18.0,3.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,2,chukamong,V,5,0,loehrlisa-m,V,5,4,engelchrist,V,5,0,hautalaeva,V,5,4,derkachanna,V,5,2,zettermannr,,,,,
192,21,4.0,KHARKOVA Vlada,25,UKR,kharkovavla,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,9.0,staehlilaur,6.0,V,10.0,15.0,jacquesandr,-5.0,D,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,29.0,12.0,1.0,17.0,5.0,V/4,V/5,V/5,V/5,V/5,V/5,6.0,V,5,2,feyginnicol,V,5,4,bukilili,V,4,1,torrenteluc,V,5,3,gyurkoanna,V,5,0,limcheryl,V,5,2,erturkaleyn,,,,,
193,22,4.0,HUSISIAN Hadley,18,USA,husisianhad,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,5.0,kardosedina,10.0,V,8.0,15.0,knapik-miaz,-7.0,D,,,,,,,,,,,,,,,,,,,,,7.0,5.0,5.0,25.0,8.0,1.0,17.0,1.0,V/5,V/5,V/5,V/5,V/5,,5.0,V,5,1,foiettanico,V,5,2,sivakumarth,V,5,0,leverrachae,V,5,4,sliusarevas,V,5,1,marconuria,,,,,,,,,
194,23,4.0,KETKAR Ketki,17,USA,ketkarketki,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,8.0,predescuale,7.0,V,11.0,12.0,liucharlene,-1.0,D,,,,,,,,,,,,,,,,,,,,,8.0,6.0,6.0,30.0,15.0,1.0,15.0,7.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,2,linareshele,V,5,2,leehyein,V,5,4,emmeneggerm,V,5,3,varverifani,V,5,2,vornanenann,V,5,2,doubovadomi,,,,,
195,24,4.0,KUN Anna,26,HUN,kunanna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,12.0,zagalajagod,3.0,V,12.0,15.0,differtnell,-3.0,D,,,,,,,,,,,,,,,,,,,,,11.0,6.0,6.0,30.0,17.0,1.0,13.0,2.0,V/5,V/5,V/5,V/5,V/5,V/5,6.0,V,5,4,itoanju,V,5,2,constantine,V,5,3,lawsondanie,V,5,2,mateosmaria,V,5,4,buechkimjas,V,5,2,mummemelie,,,,,
196,25,4.0,SVYSTIL Yuliya,27,UKR,svystilyuli,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,15.0,5.0,masaloolivi,10.0,V,11.0,15.0,choiinjeong,-4.0,D,,,,,,,,,,,,,,,,,,,,,16.0,5.0,6.0,28.0,11.0,0.833,17.0,2.0,V/5,V/5,V/5,D/3,V/5,V/5,6.0,D,3,4,rizzigiulia,V,5,2,chwojniktam,V,5,1,milicicandj,V,5,0,martinezvid,V,5,1,chaconcamil,V,5,3,lorenzthere,,,,,
197,26,4.0,KRIEGER Angela,32,SUI,kriegerange,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,mavrikiouir,4.0,V,15.0,13.0,pechovovami,2.0,V,15.0,12.0,favreangeli,3.0,V,14.0,15.0,candassamym,-1.0,D,,,,,,,,,,,,,,,,,,,,,20.0,5.0,6.0,28.0,16.0,0.833,12.0,7.0,V/5,V/5,V/5,V/5,V/5,D/3,6.0,V,5,3,lutyaliya,D,3,5,stepanyanna,V,5,2,kroeseroos,V,5,3,gradymiriam,V,5,2,takahashier,V,5,1,mullenalish,,,,,
198,27,4.0,BRUNNER Pauline,27,SUI,brunnerpaul,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,7.0,gonzalezsan,8.0,V,15.0,14.0,spasanastas,1.0,V,15.0,8.0,mroszczakan,7.0,V,12.0,13.0,songsera,-1.0,D,,,,,,,,,,,,,,,,,,,,,32.0,5.0,6.0,28.0,19.0,0.833,9.0,1.0,V/5,D/3,V/5,V/5,V/5,V/5,6.0,V,5,2,chatzisaran,V,5,3,jaramilloqu,V,5,3,cagninbeatr,D,3,4,pinggeraeli,V,5,4,smithtaylor,V,5,3,limtaehee,,,,,
199,28,4.0,SOLDATOVA Anastasia,22,RUS,soldatovaan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,favreaurore,1.0,V,15.0,10.0,stahlbergna,5.0,V,9.0,8.0,santuccioal,1.0,V,12.0,15.0,hsiehkaylin,-3.0,D,,,,,,,,,,,,,,,,,,,,,55.0,4.0,6.0,24.0,15.0,0.667,9.0,2.0,V/5,V/5,D/3,V/5,V/3,D/3,6.0,V,5,0,alvimmaria,V,5,2,elkordcamil,V,3,2,aznarlaura,D,3,5,mihalykata,D,3,5,vanrysselel,V,5,1,petkoviclar,,,,,
200,29,4.0,YASINSKAYA Kristina,23,RUS,yasinskayak,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,6.0,sadlerlouis,9.0,V,13.0,8.0,holmeskatha,5.0,V,15.0,12.0,kirpuerika,3.0,V,5.0,15.0,rizzigiulia,-10.0,D,,,,,,,,,,,,,,,,,,,,,72.0,4.0,6.0,17.0,11.0,0.667,6.0,7.0,V/1,D/2,V/5,V/2,V/5,D/2,6.0,V,1,0,shemyakinay,D,2,5,saligerovak,V,5,3,elamurmia,D,2,3,masaloolivi,V,2,0,sizooisaura,V,2,0,ferrarimart,,,,,
201,30,4.0,DI TELLA Isabel,28,ARG,ditellaisab,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,jaramilloqu,3.0,V,15.0,10.0,zakharenkoa,5.0,V,15.0,11.0,isolafederi,4.0,V,10.0,15.0,guzzivincen,-5.0,D,,,,,,,,,,,,,,,,,,,,,99.0,3.0,5.0,22.0,15.0,0.6,7.0,3.0,V/5,D/4,D/4,V/4,V/5,,5.0,D,4,5,mroszczakan,V,5,0,joycemichae,V,4,3,mayrfranzis,D,4,5,baloghbella,V,5,2,gonzalezsan,,,,,15.0,8.0,chatzisaran,7.0,V
202,31,4.0,DOIG CALDERON Maria Luisa,30,PER,doigcaldero,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,traditigaia,4.0,V,15.0,9.0,kesaevamari,6.0,V,15.0,10.0,kongmanwaiv,5.0,V,10.0,15.0,washingtoni,-5.0,D,,,,,,,,,,,,,,,,,,,,,100.0,3.0,5.0,21.0,15.0,0.6,6.0,5.0,V/5,V/5,D/3,V/5,D/3,,5.0,D,3,5,demarchiele,V,5,4,pinyoltomas,D,3,5,favreangeli,V,5,1,depestelamb,V,5,0,zabolotnada,,,,,15.0,7.0,kurokiyume,8.0,V
203,32,4.0,FOIETTA Nicol,26,ITA,foiettanico,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,11.0,10.0,shemyakinay,1.0,V,15.0,11.0,pinggeraeli,4.0,V,15.0,14.0,lehiskatrin,1.0,V,14.0,15.0,ndoloalexan,-1.0,D,,,,,,,,,,,,,,,,,,,,,102.0,3.0,5.0,20.0,15.0,0.6,5.0,2.0,D/1,V/5,V/5,D/4,V/5,,5.0,D,1,5,husisianhad,V,5,3,leverrachae,V,5,1,marconuria,V,5,1,sivakumarth,D,4,5,sliusarevas,,,,,15.0,6.0,praxmarerle,9.0,V
204,33,2.0,LEHIS Katrina,27,EST,lehiskatrin,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,14.0,15.0,foiettanico,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,34,2.0,KONG Man Wai Vivian,28,HKG,kongmanwaiv,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,10.0,15.0,doigcaldero,-5.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,35,2.0,ISOLA Federica,22,ITA,isolafederi,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,11.0,15.0,ditellaisab,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,36,2.0,LOUIS MARIE Alexandra,26,FRA,louismariea,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,12.0,15.0,differtnell,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,37,2.0,VITALIS Coraline,26,FRA,vitaliscora,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,11.0,15.0,liucharlene,-4.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,38,2.0,KIRPU Erika,29,EST,kirpuerika,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,12.0,15.0,yasinskayak,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,39,2.0,MOELLHAUSEN Nathalie,36,BRA,moellhausen,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,8.0,11.0,murtazaevaa,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,40,2.0,EMBRICH Irina,41,EST,embrichirin,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,7.0,8.0,hsiehkaylin,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,41,2.0,SANTUCCIO Alberta,27,ITA,santuccioal,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,8.0,9.0,soldatovaan,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,29.0,8.0,1.0,21.0,5.0,V/5,V/5,V/5,V/5,V/4,V/5,6.0,V,5,1,conradanast,V,5,0,labroemma,V,5,1,laansookare,V,5,4,grijakjana,V,5,1,lixandrunic,V,4,1,pechovovami,,,,,
213,42,2.0,MROSZCZAK Anna,24,POL,mroszczakan,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,8.0,15.0,brunnerpaul,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,5.0,25.0,10.0,1.0,15.0,4.0,V/5,V/5,V/5,V/5,V/5,,5.0,V,5,4,ditellaisab,V,5,1,mayrfranzis,V,5,2,baloghbella,V,5,0,gonzalezsan,V,5,3,joycemichae,,,,,,,,,
214,43,2.0,VARFOLOMYEYEVA Darja,23,UKR,varfolomyey,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,7.0,15.0,washingtoni,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,6.0,27.0,15.0,1.0,12.0,4.0,V/5,V/5,V/5,V/3,V/4,V/5,6.0,V,5,3,nahapetyand,V,3,2,azukaitevik,V,5,2,panuschkacl,V,4,3,cisnerossof,V,5,1,schwanteslo,V,5,4,murtazaevaa,,,,,
215,44,2.0,FAVRE Angeline,21,SUI,favreangeli,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,12.0,15.0,kriegerange,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,5.0,25.0,15.0,1.0,10.0,3.0,V/5,V/5,V/5,V/5,V/5,,5.0,V,5,3,pinyoltomas,V,5,4,depestelamb,V,5,3,doigcaldero,V,5,2,zabolotnada,V,5,3,demarchiele,,,,,,,,,
216,45,2.0,SALAMON Reka,18,HUN,salamonreka,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,,,,,,,,,,,7.0,15.0,ndoloalexan,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,5.0,21.0,11.0,1.0,10.0,5.0,V/3,V/4,V/4,V/5,V/5,,5.0,V,5,4,differtnell,V,5,1,vargashilla,V,4,1,hidevictori,V,3,2,knezevickat,V,4,3,schmidlpaul,,,,,,,,,
217,46,2.0,MASALO Olivija,22,LTU,masaloolivi,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,engelchrist,5.0,V,15.0,13.0,emmeneggerm,2.0,V,5.0,15.0,svystilyuli,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,6.0,27.0,12.0,0.833,15.0,2.0,V/5,V/5,D/4,V/5,V/5,V/3,6.0,V,5,0,elamurmia,V,5,2,sizooisaura,V,5,1,saligerovak,V,3,2,yasinskayak,D,4,5,ferrarimart,V,5,2,shemyakinay,,,,,
218,47,2.0,BROVKO Inna,24,UKR,brovkoinna,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,4.0,martinezvid,11.0,V,15.0,14.0,swatowska-w,1.0,V,9.0,15.0,guzzivincen,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,5.0,6.0,28.0,17.0,0.833,11.0,1.0,V/5,D/3,V/5,V/5,V/5,V/5,6.0,V,5,1,dewijnday,V,5,3,vandingenen,V,5,2,limvictoria,D,3,4,yudanwoo,V,5,4,piveteauann,V,5,3,linyikheico,,,,,
219,48,2.0,ZAGALA Jagoda,27,POL,zagalajagod,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,12.0,11.0,chwojniktam,1.0,V,11.0,10.0,bavugekhabi,1.0,V,12.0,15.0,kunanna,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,6.0,23.0,12.0,0.833,11.0,3.0,V/5,V/5,D/0,V/5,V/5,V/3,6.0,V,5,2,galpereva,V,5,3,zuikovavero,D,0,1,hsiehkaylin,V,5,2,prafilcapac,V,5,2,jonasanna,V,3,2,caicedogrue,,,,,
220,49,2.0,CEBULA Anne,23,USA,cebulaanne,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,goldmannlar,5.0,V,15.0,14.0,okhotnikova,1.0,V,14.0,15.0,verretalexa,-1.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,5.0,6.0,29.0,20.0,0.833,9.0,6.0,D/4,V/5,V/5,V/5,V/5,V/5,6.0,V,5,4,spasanastas,V,5,4,chantszchin,V,5,1,kroesekatel,V,5,3,yoshimurami,D,4,5,franssonemm,V,5,4,chantszchin,,,,,
221,50,2.0,PREDESCU Alexandra,22,ROU,predescuale,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,vizeuvictor,1.0,V,15.0,9.0,azukaitevik,6.0,V,8.0,15.0,ketkarketki,-7.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,5.0,6.0,26.0,19.0,0.833,7.0,2.0,V/5,V/4,V/4,D/3,V/5,V/5,6.0,D,3,5,samkoanasta,V,4,3,holmeskatha,V,5,3,saucedorocí,V,5,4,korneevaari,V,4,3,pytkakamila,V,5,1,boudreaujus,,,,,
222,51,2.0,KARDOS Edina,21,HUN,kardosedina,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,yoshimurami,5.0,V,15.0,14.0,derkachanna,1.0,V,5.0,15.0,husisianhad,-10.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,5.0,6.0,24.0,21.0,0.833,3.0,5.0,V/4,V/5,V/5,V/5,V/5,D/0,6.0,V,5,4,bieleszovav,V,5,4,vainbergsop,V,4,3,zelentsovaa,D,0,5,beneabianca,V,5,4,kuttlaura,V,5,1,lopezdelape,,,,,
223,52,2.0,STAEHLI Laura,30,SUI,staehlilaur,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,erturkaleyn,3.0,V,15.0,12.0,englerturru,3.0,V,9.0,15.0,kharkovavla,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,4.0,5.0,24.0,15.0,0.8,9.0,4.0,V/5,V/5,V/5,V/5,D/4,D/0,6.0,V,5,1,wetzkerlaur,V,5,3,pawlowskama,V,5,4,jukicpaula,D,4,5,nagykinga,V,5,2,zakharenkoa,D,0,0,kuuskkristi,,,,,
224,53,2.0,MARTENSSON Elvira,22,SWE,martenssone,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,13.0,dekanykinga,2.0,V,15.0,8.0,beneabianca,7.0,V,12.0,15.0,rizzigiulia,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,4.0,5.0,21.0,15.0,0.8,6.0,1.0,V/5,V/5,V/5,D/1,V/5,,5.0,V,5,2,shinhyuna,V,5,4,sulenburgos,V,5,4,leontemihae,D,1,5,gnamtamara,V,5,0,goldmannlar,,,,,,,,,
225,54,2.0,DE MARCHI Eleonora,23,ITA,demarchiele,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,12.0,burkhardisa,3.0,V,15.0,8.0,nagykinga,7.0,V,13.0,15.0,vanbrummena,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,4.0,5.0,23.0,19.0,0.8,4.0,6.0,V/5,V/5,D/3,V/5,V/5,,5.0,V,5,3,doigcaldero,V,5,3,zabolotnada,V,5,4,DE PESTEL Amber,V,5,4,pinyoltomas,D,3,5,favreangeli,,,,,,,,,
226,55,2.0,MARZANI Roberta,25,ITA,marzanirobe,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,aldananaiar,6.0,V,15.0,3.0,babaharuna,12.0,V,13.0,15.0,andryushina,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4.0,6.0,26.0,12.0,0.667,14.0,3.0,V/5,D/3,V/5,D/3,V/5,V/5,6.0,V,5,1,ortegapatri,D,3,4,kimchearin,V,5,0,mitchellgeo,V,5,1,isidroalba,D,3,5,tothjazmin,V,5,1,khrapinavio,,,,,
227,56,2.0,LEE Sinhee,25,KOR,leesinhee,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,bogdanovade,1.0,V,15.0,12.0,chanwailing,3.0,V,12.0,15.0,malloaurian,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,4.0,6.0,27.0,18.0,0.667,9.0,6.0,V/5,V/5,D/3,V/5,V/5,D/4,6.0,D,3,5,mizeraolga,D,4,5,guzzivincen,V,5,3,salazaralda,V,5,3,powellalexa,V,5,2,fernandezca,V,5,5,guzzivincen,,,,,
228,57,2.0,BUKI Lili,19,HUN,bukilili,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,6.0,nagaianna,9.0,V,15.0,9.0,abdulrahman,6.0,V,9.0,15.0,fiamingoros,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,4.0,6.0,28.0,20.0,0.667,8.0,4.0,V/5,V/5,D/4,D/4,V/5,V/5,6.0,V,5,3,torrenteluc,D,4,5,kharkovavla,D,4,5,limcheryl,V,5,4,erturkaleyn,V,5,3,feyginnicol,V,5,0,gyurkoanna,,,,,
229,58,2.0,HECHT Dar,21,ISR,hechtdar,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,raposodana,5.0,V,15.0,14.0,parkfaith,1.0,V,9.0,15.0,kolobovavio,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,4.0,6.0,26.0,20.0,0.667,6.0,2.0,V/5,V/5,D/3,V/5,V/5,D/3,6.0,V,5,3,sadlerlouis,V,5,2,wongshams,V,5,1,klasikalicj,D,3,5,zamoranoand,D,3,5,kurokiyume,V,5,4,veresgreta,,,,,
230,59,2.0,LUTY Aliya,22,FRA,lutyaliya,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,loehrlisa-m,5.0,V,15.0,13.0,leehyein,2.0,V,12.0,15.0,jacquesandr,-3.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,4.0,6.0,25.0,21.0,0.667,4.0,1.0,D/2,V/5,V/5,V/5,V/5,D/3,6.0,V,5,1,mullenalish,D,3,5,kriegerange,V,5,4,kroeseroos,V,5,3,takahashier,V,5,3,stepanyanna,D,2,5,gradymiriam,,,,,
231,60,2.0,ZUIKOVA Veronika,27,EST,zuikovavero,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,vonkerssenb,6.0,V,15.0,13.0,sicasusanma,2.0,V,7.0,15.0,knapik-miaz,-8.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,4.0,6.0,24.0,20.0,0.667,4.0,2.0,V/5,D/3,D/1,V/5,V/5,V/5,6.0,V,5,1,jonasanna,D,3,5,zagalajagod,V,5,2,galpereva,V,5,4,caicedogrue,D,1,5,hsiehkaylin,V,5,3,prafilcapac,,,,,
232,61,2.0,BULTYNCK Anne,21,BEL,bultynckann,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,13.0,feyginnicol,2.0,V,10.0,9.0,yudanwoo,1.0,V,4.0,15.0,songsera,-11.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,4.0,6.0,21.0,19.0,0.667,2.0,1.0,D/4,D/2,V/4,V/5,V/3,V/3,6.0,V,4,3,bozzaalessa,V,3,2,landotamara,V,5,3,polisanna,D,2,5,nixoncather,V,3,1,coufalovaan,D,4,5,loitkarolii,,,,,
233,62,2.0,VANDINGENEN Aube,21,BEL,vandingenen,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,11.0,zamoranoand,4.0,V,15.0,13.0,nixoncather,2.0,V,6.0,15.0,kangyoungmi,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,4.0,6.0,19.0,19.0,0.667,0.0,7.0,D/3,V/3,V/3,D/1,V/4,V/5,6.0,D,3,5,brovkoinna,V,5,4,piveteauann,V,4,3,limvictoria,V,3,2,linyikheico,D,1,2,yudanwoo,D,1,3,dewijnday,15.0,14.0,prafilcapac,1.0,V
234,63,2.0,GNAM Tamara,22,HUN,gnamtamara,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,14.0,vainbergsop,1.0,V,15.0,11.0,brychbarbar,4.0,V,9.0,15.0,candassamym,-6.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,3.0,5.0,22.0,17.0,0.6,5.0,5.0,V/5,D/4,V/5,V/5,D/3,,5.0,D,3,5,leontemihae,V,5,3,goldmannlar,V,5,3,sulenburgos,V,5,1,martenssone,D,4,5,shinhyuna,,,,,15.0,14.0,jonasanna,1.0,V
235,64,2.0,MUMM Emelie,26,SWE,mummemelie,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,13.0,11.0,vanrysselel,2.0,V,15.0,12.0,limtaehee,3.0,V,6.0,15.0,choiinjeong,-9.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,3.0,6.0,25.0,26.0,0.5,-1.0,1.0,D/2,V/5,D/4,V/5,D/4,V/5,6.0,D,4,5,buechkimjas,V,5,3,mateosmaria,V,5,4,itoanju,V,5,4,constantine,D,4,5,lawsondanie,D,2,5,kunanna,15.0,10.0,depestelamb,5.0,V
236,65,1.0,LEE Hyein,27,KOR,leehyein,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,10.0,elkordcamil,5.0,V,13.0,15.0,lutyaliya,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,5.0,6.0,27.0,13.0,0.833,14.0,6.0,V/5,V/5,V/5,V/5,V/5,D/2,6.0,V,5,2,vornanenann,D,2,5,ketkarketki,V,5,2,varverifani,V,5,2,doubovadomi,V,5,2,linareshele,V,5,5,ketkarketki,,,,,
237,66,1.0,SICA Susan Maria,24,GBR,sicasusanma,Coupe du Monde,Barcelone,2022-02-11 00:00:00,S,E,F,I,A,15.0,9.0,lixandrunic,6.0,V,13.0,15.0,zuikovavero,-2.0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,5.0,6.0,28.0,17.0,0.833,11.0,7.0,D/4,V/5,V/5,V/5,V/4,V/5,6.0,D,4,5,taheoceane,V,5,0,tovarkarain,V,4,3,bavugekhabi,V,5,3,wilaszekpau,V,5,4,cisnerosale,V,5,2,sonyuksekbe,,,,,
